sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
شهروندان قمی برای طرح هرگونه پرسش در مورد ویروس کرونا می توانند با شماره تلفن های 403 313 و 190 تماس بگیرند و یا برای کسب اخرین اخبار از دانشگاه علوم پزشکی قم به کانال ان به نشانی web در فضای مجازی و یا تارنمای ان به نشانی اینترنتی www,,,B-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP O O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I
متاسفانه در کشور ما قانون جامع مقابله با مصرف دخانیات اجرایی نمی شود و همین امر باعث می شود برخی نوجوان ها سیگار بکشند و به رفتارهای اعتیادی روی اورند,,,O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP O O O B-NP I-NP I-NP B-NP O O O B-NP I-NP O O,B I I I B I I I I I I I I I I I I I I I I I I I I I I I I I
البته به یاد داشته باشیم که بانک ها در خارج از کشور تابع شرایط و قوانین کشور پذیرنده هستند به عبارت دیگر دستشان در تمامی زمینه ها باز نیست و به راحتی نمی توانند هر فعالیتی را انجام دهند,,,O O O O O O B-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP O B-NP I-NP I-NP O O O O O O O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
ما دقیقا داریم از حوزه دین بد دفاع می کنیم,,,O O O O B-NP I-NP O O O O,B B I I I I I I I I
الزاما نمی توانیم بگويیم نتیجه رای مردم چیست ولی انچه در انتخابات اتفاق افتاد پیام دارد و ما به این پیام اعتقاد داریم پیام ان هم این است كه باید از رای مردم درس گرفت و پذیرفت كه سیاست باید حرفه ای تر از انچه هست اعمال شود,,,O O O O B-NP I-NP I-NP O O O O B-NP O O O O O B-NP O B-NP I-NP O O B-NP I-NP O B-NP O O O O B-NP I-NP B-NP O O O O B-NP O O O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
"جو مانی تحلیل گر بازار ارز در موسسه "" یونیون پیمنت گفت دلار کار سختی را در برابر سایر رقبا دارد چرا که محیط کلان اقتصاد امریکا اصلا شبیه شرایط قبل از زمان کرونا نیست و وجود فشار سنگین روی اقتصاد این کشور کاملا حس می شود",,,B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP B-NP I-NP O O O B-NP I-NP O O O B-NP I-NP I-NP I-NP O I-NP B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O,B I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I
اگر در زمینه واکسن مقابله با کرونا به دستاوردهای قابل اتکای جدیدی برش ان وقت شاهد یک دوره طولانی و باثبات در صعود شاخص ها خواهیم بود اما حتی بدون ان هم انتظار داریم شاخص ها در سطح بالاتری از جایی که ماه قبل در ان قرار داشتند بایستند,,,O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O O O B-NP O O O B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I
همچنین صندوق توسعه بازار هفته گذشته نقش خود را در خصوص نقدشوندگی ایفا کرد,,,O B-NP I-NP I-NP B-NP I-NP B-NP I-NP O O O B-NP O O,B I I I I I I I I I I I I I
مهدی دلبری کارشناس بازار سرمایه نیز گفت بازار سرمایه در یک سال گذشته به طور میانگین حدود 600 درصد بازده داشته است و احتمال دارد برخی از سهامداران قدیمی با شناسایی سود سهامشان از بازار خارج شدند در کنار ان صندوق های سرمایه گذاری هم در 2 هفته گذشته حدودا نزدیک به 50 میلیارد تومان ابطالی داشته ایم از طرف دیگر طرف عرضه در بازار قدرتمند شده است چرا که دولت چند مصوبه قانونی دارد که به سهام های شناور باید افزوده شود که در پی ان شرکت های دولتی باید سهام خود را بفروشند و حق خرید ندارند,,,B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP O O O O B-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP O O O O B-NP B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP O B-NP O O O O O B-NP B-NP I-NP I-NP O O O B-NP I-NP I-NP O O O O O O B-NP B-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O,B I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
دنیای اقتصاد نوشت قیمت سهام در بورس تهران به محدوده ارزندگی رسیده است,,,B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I
صرافی های بانک ها از صبح امروز ششم شهریورماه قیمت دلار را برای فروش به مردم 23 هزار و 100 تومان اعلام کرده اند,,,B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O O O,B I I I B I I I I I I I I I I I B I I B I I I I
نویسنده «هر زندگی یه قصه است» و «نخل های بی سر» در ادامه گفت نکته دیگری که من به ان خیلی اعتقاد دارم این است که اصلا تصور نکنیم داستان دینی لزوما داستانی است که مستقیم از دین و دیانت صحبت کند,,,B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP O O O O O B-NP I-NP O B-NP O O O O B-NP O B-NP O O,B I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I
ريیس دادگستری استان بوشهر با اشاره به رسیدگی به 2 هزار و 51 فقره نامه ها و درخواست های مردمی در این استان و اظهارنظر نهایی درباره 300 فقره از 465 فقره درخواست مردمی برای اعمال ماده 477 قانون ايین دادرسی کیفری به ارايه گزارشی از اقدامات مربوط به پیشگیری از وقوع جرم در این استان پرداخت و از کاهش 10 درصدی جرایم در بوشهر خبر داد,,,B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP I-NP I-NP O B-NP O O,B I I I I I I I I B I I B I I I B I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I
به گزارش ایسنا به نقل از الجزیره هایکو ماس وزیر خارجه المان در نشست خبری مشترک با وزیر خارجه رژیم صهیونیستی گفت که خواهان حفظ توافق هسته ای هستیم,,,O B-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O,B I I I B I I I I I I I I I I I I I I I I I I I I I I I I
معامله گران این بازار 568 هزار معامله انجام دادند که 55 هزار و 356 ریال ارزش داشت,,,B-NP I-NP I-NP I-NP B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I B I I B I I I
به خاطر داشته باشید هنگام تعیین بودجه برای خرید خانه یا اپارتمان در ترکیه اگرچه بازه قیمتی بسیار پایین تری از اسپانیا فرانسه و ایتالیا در این کشور وجود دارد اما هزینه های که در رابطه با نقل و انتقالات جهت خرید ملک وجود دارد را نیز باید در نظر گرفت,,,O O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I
پکن روابط رسمی خود با تایوان را تحت ریاست جمهوری تسای و بعد از انتخاب مجدد و پیروزی قاطع او در ماه ژانویه قطع کرده است,,,B-NP B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I
"به گزارش ایسنا به نقل از "" "" استولتنبرگ که خود به منظور مذاکرات با انگلا مرکل صدراعظم المان در برلین به سر می برد گفت رژیم مینسک باید به حقوق بنیادین از جمله ازادی بیان و حق اعتراض مسالمت امیز احترام کامل بگذارد",,,O B-NP I-NP O B-NP I-NP I-NP I-NP B-NP O B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP O O O O O B-NP I-NP O O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP O,B I I I B I B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی در ادامه افزود این گروه صنعتی در زمینه تولید محصولات سرمایشی گرمایشی گاز هاب ، مایکروفر ، سینک ، یخچال فریزر ماشین لباسشویی به روش های نوین صنعتی فعالیت دارد,,,O O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I B I B I B I I I I I I I I I I
وی با اشاره به اهمیت موضوع تاب اوری سیستم سلامت استان در برابر کرونا افزود تاب و توان کادر بهداشت و درمان با پنج ماه قبل قابل مقایسه نیست در برخی از بیمارستان های قم بین 30 تا 40 تن از کادر درمان به مرخصی رفتند و اثار خستگی و استهلاک در انها کاملا محسوس است,,,B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP I-NP O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I B I I I I I I I I I I I I I I I I I I I
وی با اشاره به اینکه سرقت به دلیل مسايل اقتصادی در کشور افزایش پیدا کرده است گفت 43 درصد سرقتها ویژه وسایل نقلیه ( و خودرو هستند 27 درصد مربوط به اماکن هستند و 10 درصد هم کیف قاپی است و متاسفانه روند افزایشی داشته است,,,B-NP O B-NP O O B-NP O O B-NP I-NP O B-NP O O O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP O O B-NP I-NP O B-NP I-NP O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I B I I I I I B B I I B I I I I I I B I I I I I I I I I I I
قتل هولناک خانم دکترها دانش دندانپزشکی است که در تهران به قتل رسید و با گذشت 19 سال از مرگ او هنوز ردی از قاتل وی به دست نیامده است,,,B-NP I-NP I-NP I-NP B-NP I-NP O O O B-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I B I I I B I I I I I I I I I
این نویسنده در گفت وگو با ایسنا درباره وضعیت ادبیات دینی و کیفیت کتاب هایی که در این حوزه منتشر می شوند اظهار کرد وقتی می گوییم ادبیات قبل از هرچیز کتاب و نوشته ما چه برای کودک و نوجوان و چه برای بزرگسال باید ساختار ادبی داشته باشد و اگر ساختار و قالب ادبیات نداشته باشد هرقدر موضوع به درد قابل استفاده و مفید باشد در این قالب فدا می شود,,,B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O B-NP O O B-NP B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O B-NP O B-NP I-NP O O O O B-NP I-NP I-NP I-NP O O O B-NP O O O O O O O O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I B I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
به گزارش مطابق اعلام بانک مرکزی بررسی شاخص کرایه مسکن اجاری در شهر تهران و در کل مناطق شهری طی مردادماه امسال حکایت از رشد به ترتیب 27,,,O B-NP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP B-NP O B-NP I-NP I-NP I-NP,B I I I I I I I I I I I I I I I I I I I I I I I I I I B
یحیی گل محمدی سرمربی پرسپولیس پس از شکست در دربی و حذف از جام حذفی پستی در اینستاگرامش منتشر و پس از مدتی ان را حذف کرد,,,B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP O B-NP O O O O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I
در سرمایه گذاری های بانک صادرات علاوه بر مالکیت و سهامداری در چندین شرکت بزرگ این بانک مالک گروه مالی سپهر صادرات نیز است که خود دارای پرتفوی قوی و غنی از شرکت های بورسی است,,,O B-NP I-NP I-NP I-NP I-NP O O B-NP O B-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O O O B-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
به گزارش ایلنا و به نقل از رسانه رسمی باشگاه پرسپولیس باشگاه پرسپولیس در اطلاعیه ای ضمن تشکر از کادر فنی بابت ثبت یک فصل موفق و قهرمانی در لیگ اعلام کرد از یحیی گل محمدی کاملا حمایت می کند و از هواداران و پیشکسوتان نیز خواست مثل همیشه پشتیبان تیم باشند,,,O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP O O O O O O B-NP O B-NP O O O O B-NP I-NP O,B I I I I B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
این استاد دانشگاه با بیان این که تقابل جبهه بندی و دشمنی اخرین مرحله ای است که ما ناگزیر به ان تن می دهیم یاداور شد زمانی تقابل رخ می دهد که کیان و هویت ما مورد اسیب قرار گیرد و طرف مقابل به گفتگو و تعامل تن ندهد,,,B-NP I-NP I-NP O B-NP I-NP O B-NP B-NP I-NP O B-NP B-NP I-NP I-NP O O B-NP O O B-NP O O O O O B-NP B-NP O O O O B-NP I-NP I-NP I-NP O B-NP O O O B-NP I-NP O B-NP O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I
احمدی اذر افزود این بانک در سال گذشته و همزمان با اولین روزهای شیوع ویروس کرونا در کشور با بسیج تمام امکانات خود در راستای صیانت از سلامت همکاران بانک ، مشتریان و مراجعه کنندگان به واحدهای این بانک ضمن غیرحضوری نمودن تمامی کلاس های حضوری اموزشی و سمینارها جلسات اضطراری کمیته سرمایه های انسانی و جلسات متعدد کمیته پدافند غیر عامل را به صورت مجازی و با استفاده از سیستم ویديو کنفرانس برگزار و نسبت به اتخاذ تدابیر و راهکارهای مناسب در این زمینه اقدام کرده است,,,B-NP I-NP O B-NP I-NP O B-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O O O O B-NP O B-NP I-NP I-NP O O O O B-NP I-NP O B-NP I-NP O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
